ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1077116,MapQuest,201.0,2,2018-06-14 04:57:51,2018-06-14 05:27:42,33.930954,-118.30471000000001,,,0.0,Accident on Imperial Hwy at Denker Ave.,,S Denker Ave,R,Los Angeles,Los Angeles,CA,90047,US,US/Pacific,KHHR,2018-06-14 04:53:00,61.0,,93.0,29.81,4.0,South,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-1733445,Bing,,2,2016-04-05 19:22:28,2016-04-06 01:22:28,34.047461,-118.26718600000001,34.047461,-118.26718600000001,0.0,At 8th St/Exit 22 - Accident.,,CA-110 N,R,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,2016-04-05 19:47:00,66.0,,60.0,30.0,10.0,West,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-548605,MapQuest,201.0,2,2019-03-22 08:01:57,2019-03-22 09:48:42,41.866631,-87.68605,,,0.0,Accident on Roosevelt Rd near Western Ave. No recent updates.,,W Roosevelt Rd,R,Chicago,Cook,IL,60608,US,US/Central,KMDW,2019-03-22 07:53:00,39.0,31.8,60.0,30.05,10.0,North,11.5,,Partly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-470615,MapQuest,201.0,3,2017-06-26 08:06:01,2017-06-26 08:35:37,41.213004999999995,-96.09092700000001,,,3.71000003815,Left hand shoulder blocked due to accident on I-80 Eastbound between Exit 442 Giles Rd and Exit 446 US-275 L St.,,I-80 E,R,Omaha,Douglas,NE,68137,US,US/Central,KMLE,2017-06-26 08:15:00,59.2,,93.0,30.21,10.0,SE,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1608169,MapQuest,201.0,2,2017-09-07 11:48:03,2017-09-07 12:32:44,46.587067,-120.512077,,,0.0,Left lane blocked due to accident on Stewart St Westbound at 5th Ave.,999.0,S 5th Ave,L,Yakima,Yakima,WA,98902-4507,US,US/Pacific,KYKM,2017-09-07 11:53:00,79.0,,45.0,29.83,1.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1037290,MapQuest,201.0,3,2018-07-25 11:31:10,2018-07-25 12:00:35,41.311023999999996,-74.122162,,,0.0,Accident on I-87 Southbound at Exit 16.,,I-87 S,R,Central Valley,Orange,NY,10917,US,US/Eastern,KSWF,2018-07-25 11:45:00,77.0,,94.0,30.0,6.0,South,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-410164,MapQuest,201.0,2,2017-04-06 13:53:50,2017-04-06 14:53:12,28.045858000000003,-82.565933,,,0.01,Accident on FL-589 Veterans Expy at Exit 8 Wilsky Blvd.,,Veterans Expy S,R,Tampa,Hillsborough,FL,33625,US,US/Eastern,KTPA,2017-04-06 13:53:00,75.0,,36.0,30.01,10.0,NNW,19.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-895957,MapQuest,201.0,2,2018-09-13 07:24:04,2018-09-13 07:53:54,40.009777,-76.128548,,,0.0,Accident on US-30 Lincoln Hwy at Leacock Rd.,3117.0,Lincoln Hwy E,L,Paradise,Lancaster,PA,17562-9648,US,US/Eastern,KLNS,2018-09-13 07:20:00,73.0,,100.0,30.24,5.0,NE,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1176681,MapQuest,201.0,3,2018-04-03 19:17:01,2018-04-03 20:16:43,44.960217,-93.201523,,,0.0,Accident on I-94 Westbound at Exits 236 237 MN-280.,,I-94 W,R,Saint Paul,Ramsey,MN,55114,US,US/Central,KMSP,2018-04-03 19:35:00,24.1,9.8,96.0,29.95,1.5,NNW,19.6,0.03,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1019351,MapQuest,241.0,3,2018-07-16 14:48:27,2018-07-16 15:17:51,42.461308,-83.106026,,,0.0,2 left lane blocked and very slow traffic due to accident on I-75 Southbound at Exit 60 Chrysler Dr.,9.0,Mile Rd,R,Hazel Park,Oakland,MI,48030,US,US/Eastern,KDET,2018-07-16 14:53:00,82.9,,77.0,29.86,10.0,SSW,5.8,0.04,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-105199,MapQuest,201.0,2,2016-04-28 21:36:27,2016-04-28 22:06:27,34.297318,-118.456779,,,0.01,Accident on San Fernando Rd Westbound at Oro Grande St.,12501.0,San Fernando Rd,L,Sylmar,Los Angeles,CA,91342-5023,US,US/Pacific,KWHP,2016-04-28 19:47:00,59.0,,67.0,29.9,10.0,SSE,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-81455,MapQuest,201.0,2,2016-10-04 12:11:36,2016-10-04 12:56:16,33.275909000000006,-117.084007,,,0.0,Accident on Lilac Rd at Mesa Verde Dr.,11500.0,Mesa Verde Dr,L,Valley Center,San Diego,CA,92082-5039,US,US/Pacific,KRNM,2016-10-04 11:53:00,73.0,,37.0,29.9,10.0,SW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1057804,MapQuest,201.0,2,2018-06-05 08:08:12,2018-06-05 08:52:51,30.424145000000003,-91.064049,,,0.0,Accident on Caroljack Dr at Aubin Ln.,2819.0,Aubin Ln,L,Baton Rouge,East Baton Rouge,LA,70816-2106,US,US/Central,KBTR,2018-06-05 07:53:00,80.1,,85.0,29.91,9.0,West,11.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2243707,Bing,,3,2017-08-30 16:53:25,2017-08-30 22:53:25,41.835778999999995,-88.002303,41.838702000000005,-87.993356,0.503,At the Meyers Rd Toll Plaza - Accident.,,Chicago-Kansas City Expressway E,R,Oak Brook,DuPage,IL,60523,US,US/Central,KMDW,2017-08-30 16:53:00,78.1,,54.0,30.01,10.0,East,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-403603,MapQuest,201.0,2,2017-04-11 21:35:22,2017-04-11 22:20:06,33.835991,-117.52282,,,0.0,Accident on El Cerrito Rd at Ontario Ave.,7783.0,El Cerrito Rd,R,Corona,Riverside,CA,92881-4205,US,US/Pacific,KAJO,2017-04-11 21:56:00,62.1,,44.0,30.07,10.0,WSW,5.8,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-2005712,Bing,,2,2019-01-15 01:53:31,2019-01-15 02:23:00,27.641465999999998,-82.670748,27.593090000000004,-82.63108000000001,4.132,At Manatee County Rest Area - Accident. Right lane blocked.,,US-19 N,R,Saint Petersburg,Hillsborough,FL,33711,US,US/Eastern,KSPG,2019-01-15 01:53:00,54.0,,80.0,30.18,10.0,North,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-420053,MapQuest,201.0,2,2017-04-05 07:48:19,2017-04-05 08:18:07,42.526092999999996,-71.06617,,,0.01,Left lane blocked due to accident on 128 Southbound at Main St.,30.0,Main St,L,Lynnfield,Essex,MA,01940-2510,US,US/Eastern,KBVY,2017-04-05 07:44:00,37.9,31.5,93.0,29.87,2.5,North,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1047722,MapQuest,201.0,2,2018-05-31 18:14:34,2018-05-31 18:44:17,42.320225,-83.739456,,,0.0,Left lane blocked due to accident on US-23 Southbound after Exit 45 M-14.,,US-23 S,R,Ann Arbor,Washtenaw,MI,48105,US,US/Eastern,KARB,2018-05-31 17:53:00,79.0,,64.0,29.69,10.0,WSW,17.3,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1353661,MapQuest,201.0,2,2017-12-30 20:23:21,2017-12-30 22:26:47,34.043556,-118.31771100000002,,,0.0,Accident on Arlington Ave at Venice Blvd.,1588.0,Arlington Ave,L,Los Angeles,Los Angeles,CA,90019-4552,US,US/Pacific,KCQT,2017-12-30 20:47:00,53.1,,93.0,30.06,3.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-350791,MapQuest,201.0,3,2017-03-21 21:14:37,2017-03-21 21:44:22,34.231285,-118.26619,,,0.01,Right hand shoulder blocked due to accident on I-210 Westbound at Exit 16 Honolulu Ave.,,Foothill Fwy W,R,La Crescenta,Los Angeles,CA,91214,US,US/Pacific,KBUR,2017-03-21 20:53:00,57.0,,93.0,30.03,5.0,SSE,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1264038,MapQuest,201.0,2,2018-03-16 12:37:42,2018-03-16 13:22:32,35.017672999999995,-82.593948,,,0.0,Accident on SC-288 Table Rock Rd at Laurel and Hardy Lake Rd.,101.0,Table Rock Rd,R,Marietta,Pickens,SC,29661-9402,US,US/Eastern,KGMU,2018-03-16 12:53:00,71.1,,28.0,29.96,10.0,WSW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1173455,MapQuest,241.0,3,2018-04-02 13:33:47,2018-04-02 14:03:28,38.258835,-85.75331899999999,,,0.0,Right lane blocked due to accident on I-64 Westbound at 3rd St.,257.0,W River Rd,L,Louisville,Jefferson,KY,40202-1352,US,US/Eastern,KLOU,2018-04-02 13:53:00,45.0,40.1,80.0,30.08,10.0,East,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1548754,MapQuest,201.0,3,2017-10-09 14:46:08,2017-10-09 15:45:48,47.664986,-122.32203700000001,,,0.0,Accident on I-5 Express Southbound at 50th St.,,NE 50th St,R,Seattle,King,WA,98105,US,US/Pacific,KBFI,2017-10-09 14:53:00,63.0,,46.0,30.15,10.0,NW,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515232,MapQuest,201.0,2,2019-03-05 08:41:55,2019-03-05 09:26:26,42.950089,-85.634628,,,0.0,Accident on Giddings Ave at Thomas St.,1398.0,Thomas St SE,R,Grand Rapids,Kent,MI,49506-2652,US,US/Eastern,KGRR,2019-03-05 08:44:00,12.9,-2.2,77.0,29.93,0.8,West,13.8,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-549173,MapQuest,201.0,2,2019-03-22 07:59:08,2019-03-22 08:43:29,41.228931,-112.012169,,,0.0,Right hand shoulder blocked due to accident on I-15 Northbound at Exit 343 UT-104 Wilson Ln.,,I-84 W,R,Ogden,Weber,UT,84401,US,US/Mountain,KOGD,2019-03-22 07:53:00,39.9,34.5,83.0,29.92,10.0,South,8.1,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1027044,MapQuest,201.0,3,2018-07-19 16:15:31,2018-07-19 16:47:00,30.381607000000002,-81.672623,,,1.53999996185,Accident on exit ramp from I-95 Northbound at Exits 356 356A 356B to Carrollton Rd.,,I-95 N,R,Jacksonville,Duval,FL,32208,US,US/Eastern,KJAX,2018-07-19 16:04:00,77.0,,96.0,29.91,10.0,SSW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1154871,MapQuest,201.0,2,2018-05-22 10:54:51,2018-05-22 11:33:00,30.432109999999998,-87.240585,,,0.0,Accident on Lakeview Ave at FL-292 Pace Blvd.,1898.0,N Pace Blvd,R,Pensacola,Escambia,FL,32505-5935,US,US/Central,KPNS,2018-05-22 10:53:00,81.0,,69.0,30.06,10.0,East,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-331717,MapQuest,201.0,2,2017-01-26 21:21:53,2017-01-26 21:51:06,30.46162,-97.817696,,,0.01,Accident on RM-620 at Little Elm Trl.,3499.0,Little Elm Trl,L,Cedar Park,Williamson,TX,78613,US,US/Central,KRYW,2017-01-26 21:15:00,43.2,39.7,53.0,30.27,10.0,ENE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1009590,MapQuest,201.0,2,2018-07-10 10:16:46,2018-07-10 10:46:24,41.813423,-71.407829,,,0.0,Right hand shoulder blocked due to accident on US-6 Eastbound at I-95.,,I-95 S,R,Providence,Providence,RI,02903,US,US/Eastern,KPVD,2018-07-10 09:51:00,84.0,,44.0,29.92,10.0,WSW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1713279,MapQuest,241.0,3,2017-08-24 12:34:37,2017-08-24 13:03:22,28.468769,-81.458549,,,0.0,Right lane blocked due to accident on I-4 Eastbound at Universal Blvd.,,S Kirkman Rd,R,Orlando,Orange,FL,32819,US,US/Eastern,KMCO,2017-08-24 12:53:00,84.9,,72.0,29.9,10.0,ESE,15.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-587401,MapQuest,241.0,2,2019-02-08 17:19:46,2019-02-08 17:49:25,28.207045,-82.17465200000001,,,0.0,Lane blocked due to accident on CR-535 Chancey Rd at FL-39 Paul S Buchman Hwy.,,Paul S Buchman Hwy,R,Zephyrhills,Pasco,FL,33540,US,US/Eastern,KZPH,2019-02-08 17:15:00,81.7,,44.0,30.19,10.0,ENE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2157669,Bing,,2,2018-02-06 16:52:42,2018-02-06 22:52:42,29.6284,-95.59274,29.630020000000002,-95.59100000000001,0.153,At US-90-ALT/Corporate Dr - Accident.,,Frontage Rd,R,Stafford,Fort Bend,TX,77477,US,US/Central,KSGR,2018-02-06 16:53:00,77.0,,74.0,29.98,10.0,South,15.0,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-492703,MapQuest-Bing,201.0,3,2017-07-20 15:21:17,2017-07-20 15:50:40,37.73531,-122.191864,,,0.0,Lane blocked due to accident on I-880 Southbound at Exit 36 Hegenberger Rd.,,Nimitz Fwy S,R,Oakland,Alameda,CA,94603,US,US/Pacific,KOAK,2017-07-20 14:53:00,70.0,,59.0,30.05,10.0,West,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-101074,MapQuest,201.0,2,2016-04-09 13:06:44,2016-04-09 14:36:44,33.960784999999994,-117.312996,,,0.01,Accident on Central Ave Westbound at I-215.,,I-215 N,R,Riverside,Riverside,CA,92507,US,US/Pacific,KRAL,2016-04-09 12:53:00,64.0,,67.0,29.9,10.0,West,9.2,0.02,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1363265,MapQuest,201.0,3,2018-01-05 14:50:20,2018-01-05 15:36:00,30.408884000000004,-97.67363,,,0.0,Accident on I-35 Service Rd Northbound after Parmer Ln.,12619.0,N Interstate 35,R,Austin,Travis,TX,78753-1074,US,US/Central,KATT,2018-01-05 14:51:00,61.0,,23.0,30.3,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1312711,MapQuest,201.0,2,2018-02-08 07:26:20,2018-02-08 08:12:00,39.803719,-76.98679399999999,,,0.0,Accident on Library Pl at PA-94 Carlisle St.,1.0,Library Pl,L,Hanover,York,PA,17331,US,US/Eastern,KTHV,2018-02-08 07:53:00,19.0,12.3,81.0,30.45,10.0,West,4.6,,Clear,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-2092661,Bing,,2,2018-08-20 08:43:04,2018-08-20 09:12:41,38.41908,-121.39321000000001,38.427240000000005,-121.3969,0.598,At Laguna Blvd - Accident.,,CA-99 S,R,Elk Grove,Sacramento,CA,95758,US,US/Pacific,KSAC,2018-08-20 08:53:00,64.0,,70.0,29.87,7.0,SW,4.6,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-87208,MapQuest,241.0,3,2016-08-06 18:10:32,2016-08-06 18:40:32,33.946938,-118.36826299999998,,,0.0,Right lane blocked due to accident on I-405 Northbound at Exits 46 47 Century Blvd.,,I-405 N,R,Inglewood,Los Angeles,CA,90301,US,US/Pacific,KLAX,2016-08-06 17:53:00,70.0,,73.0,29.8,10.0,West,12.7,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-382972,MapQuest,201.0,2,2017-03-22 10:40:01,2017-03-22 11:24:49,40.095108,-75.126862,,,0.0,Accident on Leedom St at Greenwood Ave.,699.0,Greenwood Ave,L,Jenkintown,Montgomery,PA,19046-3241,US,US/Eastern,KPNE,2017-03-22 10:54:00,39.9,29.2,33.0,30.18,10.0,North,25.3,,Partly Cloudy,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-477354,MapQuest,241.0,2,2017-06-21 08:27:31,2017-06-21 08:57:11,40.782818,-73.943871,,,0.0,Center lane blocked due to accident on FDR Dr Southbound after Exit 14 96th St.,,E 96th St,R,New York,New York,NY,10128,US,US/Eastern,KNYC,2017-06-21 08:51:00,75.9,,56.0,29.94,10.0,West,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-605955,MapQuest,241.0,2,2019-02-18 16:11:07,2019-02-18 16:39:45,40.254154,-76.825424,,,0.0,One lane blocked due to accident on I-83 Southbound at Exit 45 Paxton St.,,I-83 S,R,Harrisburg,Dauphin,PA,17111,US,US/Eastern,KCXY,2019-02-18 15:56:00,37.0,27.4,52.0,30.12,10.0,West,17.3,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1182211,MapQuest,201.0,2,2018-04-05 11:42:23,2018-04-05 12:12:06,30.418032,-91.146812,,,0.23000000417199998,Accident on LA-427 Perkins Rd between Idle Oaks Dr and Stuart Ave.,3298.0,Balis Dr,R,Baton Rouge,East Baton Rouge,LA,70808-3051,US,US/Central,KBTR,2018-04-05 11:53:00,64.9,,39.0,30.21,10.0,ESE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-875884,MapQuest,201.0,2,2018-09-04 10:14:23,2018-09-04 10:59:02,39.952175,-82.982437,,,0.0,Accident on Parsons Ave at US-33 Livingston Ave.,598.0,Parsons Ave,L,Columbus,Franklin,OH,43205,US,US/Eastern,KCMH,2018-09-04 09:51:00,84.0,,65.0,30.27,10.0,ESE,3.5,,Clear,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-1799065,Bing,,2,2016-10-18 10:01:02,2016-10-18 16:01:02,35.274512,-80.696773,35.274855,-80.69807,0.077,At Hood Rd - Accident.,4382.0, Rocky River Rd,R,Charlotte,Mecklenburg,NC,28215-8591,US,US/Eastern,KJQF,2016-10-18 09:55:00,73.4,,69.0,30.13,10.0,WSW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2218670,Bing,,2,2017-08-31 08:13:36,2017-08-31 14:13:36,41.81731,-71.3981,41.818529999999996,-71.39428000000001,0.214,At Gano St/Exit 3 - Accident.,,I-195 E,R,Providence,Providence,RI,02903,US,US/Eastern,KPVD,2017-08-31 07:51:00,64.0,,73.0,29.89,10.0,West,6.9,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1100033,MapQuest,201.0,2,2018-06-27 06:58:33,2018-06-27 07:27:49,28.450256,-81.226913,,,1.50999999046,Entry ramp to FL-528 Southbound at Exit 26 from FL-417 Eastbound shoulder blocked due to accident.,,Beachline Expy,R,Orlando,Orange,FL,32832,US,US/Eastern,KMCO,2018-06-27 06:53:00,73.0,,100.0,30.08,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1792454,Bing,,3,2016-09-26 05:10:19,2016-09-26 11:10:19,39.872009999999996,-75.10172,39.86592,-75.1041,0.439,Ramp to I-76/Exit 26 - Accident.,490.0, W Browning Rd,L,Bellmawr,Camden,NJ,08031-1901,US,US/Eastern,KPHL,2016-09-26 04:54:00,54.0,,83.0,30.17,10.0,Calm,,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1930646,Bing,,2,2017-05-22 06:29:40,2017-05-22 12:29:40,40.758559999999996,-73.85061,40.759440000000005,-73.85337,0.157,Ramp to Grand Central Pky Westbound - Accident.,,Whitestone Expy S,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2017-05-22 06:51:00,60.1,,69.0,30.17,10.0,ESE,6.9,0.0,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-225924,MapQuest,201.0,3,2016-10-18 07:37:55,2016-10-18 08:07:43,39.819839,-84.189087,,,0.01,Accident on I-75 Southbound at Exit 58 Needmore Rd.,,Needmore Rd,R,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,2016-10-18 07:56:00,68.0,,68.0,29.79,10.0,SSW,18.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-383410,MapQuest,201.0,2,2017-03-24 17:59:37,2017-03-24 18:29:22,40.349678000000004,-75.38131700000001,,,0.01,Accident on Allentown Rd at PA-563 Ridge Rd.,99.0,Ridge Rd,R,Telford,Montgomery,PA,18969-1327,US,US/Eastern,KUKT,2017-03-24 17:55:00,53.6,,54.0,30.14,10.0,SW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-55073,MapQuest,241.0,3,2016-12-09 02:02:57,2016-12-09 02:47:37,34.026955,-118.037971,,,0.01,One lane blocked due to accident on I-605 Northbound at Exit 18 Peck Rd.,,San Gabriel River Fwy N,R,Whittier,Los Angeles,CA,90601,US,US/Pacific,KEMT,2016-12-09 07:45:00,50.0,,82.0,30.27,8.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-150247,MapQuest,201.0,2,2016-10-25 12:58:22,2016-10-25 13:27:55,33.797096,-84.368988,,,0.01,Accident on Piedmont Ave at Monroe Dr.,1556.0,Monroe Dr NE,L,Atlanta,Fulton,GA,30324-5017,US,US/Eastern,KPDK,2016-10-25 12:53:00,71.1,,32.0,30.3,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-797829,MapQuest,201.0,2,2018-11-27 20:43:06,2018-11-27 21:57:55,29.794283,-95.544662,,,0.0,Accident on Long Point Rd at Gessner Dr.,10098.0,Long Point Rd,R,Houston,Harris,TX,77055-4002,US,US/Central,KMCJ,2018-11-27 20:35:00,53.6,,58.0,30.15,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-874878,MapQuest,201.0,2,2018-09-03 16:13:58,2018-09-03 16:43:42,30.430031,-91.056488,,,0.0,Accident on Sherwood Forest Blvd at I-12.,,S Sherwood Forest Blvd,R,Baton Rouge,East Baton Rouge,LA,70816,US,US/Central,KBTR,2018-09-03 16:11:00,75.0,,96.0,30.02,4.0,ESE,5.8,0.34,Light Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1126860,MapQuest,241.0,2,2018-05-09 07:15:55,2018-05-09 07:43:42,25.579687,-80.47835500000001,,,0.0,Lane blocked due to accident on FL-997 177th Ave Northbound at FL-994 200th St.,,SW 200th St,R,Miami,Miami-Dade,FL,33187,US,US/Eastern,KTMB,2018-05-09 06:53:00,69.1,,90.0,30.03,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
